"harmMeans" "medians" "means" "low95" "high95" "CIwidth"
"Dipodillus_jamesi" 0.118432802069482 0.128788078182095 0.132910053345085 0.0586967017648381 0.236299947334099 0.17760324556926
"Gerbillus_grobbeni" 0.12228584295543 0.128405887625256 0.139178171588673 0.0653701255111645 0.255804518191815 0.19043439268065
"Gerbillus_nigeriae" 0.123058928563958 0.132101361993723 0.141002231683215 0.0609797061621119 0.245508901497871 0.184529195335759
"Microdillus_peeli" 0.0421384128836277 0.0423281294893118 0.042257600674348 0.0383107940492168 0.0465149628536849 0.00820416880446808
"Leimacomys_buettneri" 0.0468363026194076 0.0470407823427011 0.0468964616696379 0.0434186379616539 0.0499797014744598 0.00656106351280596
"Steatomys_krebsii" 0.0866562151012279 0.0938667437491821 0.0947774074224404 0.0516631596269215 0.14820439395671 0.0965412343297882
"Steatomys_caurinus" 0.088018843205039 0.0940034799868786 0.0952756886745717 0.0521717778904336 0.146291313196079 0.0941195353056452
"Steatomys_cuppedius" 0.0817534270479144 0.089293466728887 0.0899890833168357 0.0490352524243946 0.142324677492595 0.0932894250682
"Steatomys_parvus" 0.0841073294463985 0.0904044605320693 0.0925519706750933 0.0483957281657947 0.1505079791 0.102112250934205
"Steatomys_jacksoni" 0.0878150463117978 0.0937629880652107 0.0951308634563805 0.0518280753957874 0.148340517554112 0.0965124421583249
"Steatomys_bocagei" 0.0873982215657632 0.0862889404573725 0.0897802675613064 0.0694742209448762 0.121092412873958 0.0516181919290818
"Steatomys_pratensis" 0.08585306706535 0.0836477380221867 0.0880329619932213 0.0687000193790406 0.119297997560231 0.05059797818119
"Steatomys_opimus" 0.0856031164188253 0.0829836469083758 0.0878472370909432 0.0686376383944417 0.119607150941988 0.050969512547546
"Platacanthomys_lasiurus" 0.0695495036965362 0.0713349259984978 0.0726768657520409 0.0454325718484162 0.104455081886837 0.0590225100384207
"Typhlomys_cinereus" 0.0695495036965362 0.0713349259984978 0.0726768657520409 0.0454325718484162 0.104455081886837 0.0590225100384207
"Megadendromus_nikolausi" 0.0606378632126067 0.0654882506937075 0.0742349249263025 0.0302358422519509 0.156388536381063 0.126152694129112
"Malacothrix_typica" 0.0674751490808668 0.0763997041688169 0.0795712004218106 0.0310407232476825 0.157288451544738 0.126247728297056
"Lophiomys_imhausi" 0.0742910636870241 0.0801402733527664 0.0842355059758133 0.0400509524158977 0.150096116904288 0.11004516448839
"Eospalax_smithii" 0.108814813031849 0.114727709855602 0.119870452377036 0.0610425113430357 0.1997833907092 0.138740879366164
"Myospalax_myospalax" 0.107870745081729 0.113085141778398 0.117087045238989 0.0618510334458826 0.18757959857836 0.125728565132477
"Myospalax_psilurus" 0.107808515007615 0.112206330900729 0.11681816937591 0.0627933079727553 0.186804673237778 0.124011365265023
